S30_C_1,S30_C_2,S30_C_3,S30_F_1,S30_F_2,S30_F_3,xenbase_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,xenbase_gene_symbol,xenbase_gene_name,xenbase_gene_synomyms,db_xrefs,log2_S30_C_1,log2_S30_C_2,log2_S30_C_3,log2_S30_F_1,log2_S30_F_2,log2_S30_F_3
646.830551470851,671.6307419744838,735.9571644088567,1067.831124520741,836.5845595692009,1746.9884368352266,XB-GENE-17333973,950.97042979656,0.765804279747263,0.17217230146128035,4.447894773129253,8.671598931162465e-6,0.00204407736665727,ptmap12.S,prothymosin alpha like S homeolog,LOC728026|LOC734001,NCBI_Gene:108697670|UniprotKB:A0A1L8FGB5,9.337246242798317,9.391526604842735,9.523479948291643,10.060469141277267,9.708369285392696,10.77065516969323
5.673952205884658,5.288431039169164,26.174208776047205,43.19110400385097,24.717271078180936,85.30686314669951,XB-GENE-17333985,31.72530504163874,2.2165294836700538,0.5834430057461438,3.799050570218792,1.452514552126218e-4,0.0201338424849918,pcolce.S,procollagen C-endopeptidase enhancer S homeolog,NA,NCBI_Gene:398671|UniprotKB:Q7SY99,2.5046082421615186,2.40311254632523,4.710129139167296,5.43269569070964,4.627505932216839,6.414606821189637
3.404371323530795,26.44215519584582,43.88029118337326,46.86694264247658,66.54649905664098,100.92642963834872,XB-GENE-17334025,48.01111484003602,1.8429517191812632,0.5115706379392619,3.6025361553296857,3.151275528101436e-4,0.03471883560090887,cyp27c1.S,cytochrome P450 family 27 subfamily C member 1 S homeolog,NA,NCBI_Gene:735141|UniprotKB:Q4KLS4,1.7678121190621663,4.7248224242979315,5.455534071778047,5.550529561250246,6.056312543648431,6.6571745071852275
2097.0927352949698,2708.7343782624457,2013.8744164158672,1492.3904872819994,2422.2925656617317,1056.1229958584347,XB-GENE-17334589,1965.0845964625748,-0.5245784977464292,0.14718258868279957,-3.564134198488478,3.6505916080141346e-4,0.03775754748860333,dstn.L,"destrin, actin depolymerizing factor L homeolog",ADF|actdp|destrin,NCBI_Gene:108716609|UniprotKB:A0A1L8G7I3,11.034175632707417,11.403403745342755,10.975758721890418,10.543410320707311,11.242158005210054,10.044563511127697
86.2440735294468,108.94167940688476,102.3873460945376,227.9019955947881,166.36624764160246,245.1070434074183,XB-GENE-17334793,156.158064279113,1.0915913756202316,0.2684400491443842,4.066425181710141,4.7739802313210855e-5,0.00834294200425354,paics.L,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase L homeolog,ade2|airc|paics.1|pais,NCBI_Gene:379855|UniprotKB:Q8AVT1|UniprotKB:A0A8J0VJA3,6.430370144736537,6.7674254450792,6.677907706007011,7.832276077525554,7.378227630970685,7.937274017894581
0,0,3.0793186795349654,76.2736517514815,24.717271078180936,109.33696544154444,XB-GENE-17337706,35.56786782512364,6.1271736011578195,0.9583942205956288,6.393166266538905,1.6248541014004002e-10,2.35278873882778e-7,hoxc6.L,homeobox C6 L homeolog,ACI|XlHbox1|xeb1,NCBI_Gene:108708639|UniprotKB:A0A1L8HIE1|UniprotKB:A0A1L8HIF0,-9.965784284662087,-9.965784284662087,1.6230796150764824,6.253131782768218,4.627505932216839,6.772650625037045
1.1347904411769316,0,0,59.73237787766623,14.259964083565924,39.64966878649414,XB-GENE-17338339,19.129466864817203,6.563188490610919,1.322776644456569,4.961675516509628,6.988767755243733e-7,2.416624379473726e-4,hoxa11.L,homeobox A11 L homeolog,LOC101733863|Xhoxa11,NCBI_Gene:398250|UniprotKB:A0A1L8FW43,0.18369667519142902,-9.965784284662087,-9.965784284662087,5.900465402295026,3.8339996104394816,5.309273294910471
1849.7084191183983,1883.739136152056,2003.8666307073788,2468.3256458371,2449.8618295566257,2652.9232933508806,XB-GENE-17339667,2218.0708257870733,0.4000434483399041,0.11130623706969346,3.5940793514510805,3.2554062017965446e-4,0.03548042716280621,rps16.S,ribosomal protein S16 S homeolog,NA,NCBI_Gene:108713188|UniprotKB:A0A1L8GUP1,10.853082932417793,10.879384242106012,10.968571496374206,11.269317610732276,11.258485258110959,11.373367790546952
2.2695808823538632,1.0576862078338327,0.7698296698837414,54.218619919727814,16.16129262804138,45.657194360205374,XB-GENE-17341001,20.022367278007668,4.850560809238342,0.9784931848074222,4.957173830692529,7.15259780822926e-7,2.416624379473726e-4,ror2.S,receptor tyrosine kinase like orphan receptor 2 S homeolog,Xror2,NCBI_Gene:108707003|UniprotKB:A0A1L8HPI6,1.1830614291835004,0.08227504118488388,-0.37551599163679217,5.760743094786599,4.014559954394471,5.512801901469551
591.2258198531814,445.2858934980436,414.93819206733656,351.9615496484026,341.28847373334446,167.00921094917229,XB-GENE-17342092,385.28485662491346,-0.8045223966633186,0.20516151162706028,-3.9214099676052694,8.803234048971661e-5,0.01372762774159642,mreg.L,melanoregulin L homeolog,LOC549186,NCBI_Gene:735112|UniprotKB:Q4V7V4,9.207567905793896,8.798591338129421,8.696756119654394,8.459278117754026,8.414852108381172,7.383792501069211
0,0,0,38.59630570556895,9.506642722377284,42.05267901597863,XB-GENE-17342281,15.025937907320811,7.13973249118797,1.4149860048222809,5.045797249482128,4.516341410140379e-7,1.6954680197475138e-4,hoxb9.S,homeobox B9 S homeolog,XlHbox-6|XlHbox6|hox 2.5|xhoxb9,NCBI_Gene:100381079|UniprotKB:Q3KQ20|UniprotKB:P31272,-9.965784284662087,-9.965784284662087,-9.965784284662087,5.270428238212861,3.249087690792019,5.394160113344765
1076.916128676908,981.5328008697968,1148.585867466542,1395.899723018077,1371.8085448390418,1549.941598017498,XB-GENE-17344181,1254.1141104813107,0.4298368362468179,0.12423201663062872,3.4599521758133,5.402713332207096e-4,0.04889455565647422,rps28p9.L,ribosomal protein S28 pseudogene 9 L homeolog,NA,NCBI_Gene:108712659|UniprotKB:Q66KP7|UniprotKB:A0A974DZW0,10.072691520016003,9.938894140102525,10.165644256331328,10.446980624846807,10.421864483527697,10.597999071071943
3.404371323530795,2.1153724156676654,33.10267580500088,382.2872184170639,186.33019735859477,497.4231175032901,XB-GENE-17344291,184.11049213719136,5.591381035056863,0.8871338906994952,6.302747638970394,2.9241480035937116e-10,2.6944694694932605e-7,krt12.2.L,"keratin 12, gene 2 L homeolog",fgk|fin and gill keratin|krt16,NCBI_Gene:100653510|UniprotKB:E3WF12|UniprotKB:A0A974BWC7,1.7678121190621663,1.0815935192107489,5.048919516488167,8.578516928808943,7.541725434137283,8.95833264778971
443.70306250018024,313.0751175188145,264.821406440007,665.3267935912362,371.7097304449518,652.4172773050399,XB-GENE-17345296,451.8422313000383,0.7123047111007963,0.20636903258288103,3.451606581596604,5.572596164576786e-4,0.04907394593988522,impdh2.L,IMP (inosine 5'-monophosphate) dehydrogenase 2 L homeolog,NA,NCBI_Gene:399236|UniprotKB:Q7ZXT8|UniprotKB:A0A8J0UYU8|UniprotKB:A0A8J0UZ33|UniprotKB:A0A974HQ60,8.793453952132845,8.290369648901857,8.04888138251018,9.377921492303894,8.538036525906247,9.349653389065455
674.0655220590974,714.9958764956709,766.7503512042064,456.7229508492326,531.4213281808901,456.5719436020537,XB-GENE-22060523,600.0879953985252,-0.5786689361799746,0.1552188149132828,-3.728085003762358,1.9294030518572647e-4,0.02384930406539662,anxa1.2.S,annexin A1 gene 2 S homeolog,NA,NCBI_Gene:379836|UniprotKB:Q7SZ98|UniprotKB:A0A1L8HP68,9.396747164429684,9.481793129184565,9.58261499365227,8.835178637177412,9.0537150349895,8.834701558124692
8322.553095591617,10334.65193674438,6121.685534915511,6281.089273751519,8870.648324250242,3765.5170296022006,XB-GENE-22063275,7282.690865809245,-0.4414421682197354,0.11736063577464016,-3.761415957795316,1.689541909150672e-4,0.02167746429259647,sult6b1.5.L,sulfotransferase family 6B member 1 gene 5 L homeolog,NA,NA,13.022810627400785,13.33520231985174,12.5797134572465,12.616799289003758,13.11482399714663,11.87863263756141
5561.607952208142,6239.29094001178,6091.6621777900455,7570.389676249453,7201.281862200792,8927.183002534892,XB-GENE-482213,6931.902601832518,0.4011807673501422,0.10988751033286402,3.650831346846532,2.613928484692029e-4,0.03010770354640727,rpl8.S,ribosomal protein L8 S homeolog,NA,NCBI_Gene:380157|UniprotKB:P41116,12.441286594153716,12.607166600192837,12.572620458731897,12.886152038260706,12.814038220949435,13.123989446988485
0,0,0.7698296698837414,26.649830130035703,9.506642722377284,33.642143212782905,XB-GENE-482791,11.761407622513271,5.95319648265267,1.3844456128028433,4.300058035938502,1.7075338647433455e-5,0.00346151265060771,cdx4.L,caudal type homeobox 4 L homeolog,MGC130769|MGC68909|Xcad-3|Xcad3|Xtcad3|cad3,NCBI_Gene:380412|UniprotKB:A0A1L8F7A0|UniprotKB:Q91542,-9.965784284662087,-9.965784284662087,-0.37551599163679217,4.7361085661770135,3.249087690792019,5.072240594940997
44.25682720590033,33.84595865068265,44.650120853257,147.952505204681,77.95447032349372,173.01673652288352,XB-GENE-483735,86.94610312681637,1.648338254343945,0.3431546183954994,4.803485560098654,1.559271390546037e-6,4.39021522627073e-4,fzd7.L,frizzled class receptor 7 L homeolog,Fz-7|Xfz7|frizzled 7|frizzled-7|frizzled7|frz-7|frz7|fz7,NCBI_Gene:378787|UniprotKB:Q9PUK8|UniprotKB:A0A1L8EX17|UniprotKB:A0A974H491,5.467860720083716,5.080954299833749,5.480624485892076,7.209000065972037,6.284578358755507,7.4347761298447805
0,0,0,67.08405515491746,16.16129262804138,67.28428642556581,XB-GENE-485208,25.08827236808744,7.917719873479676,2.0857521766542653,3.79609809933432,1.46991352001716e-4,0.0201338424849918,hoxd10.L,homeobox D10 L homeolog,Xhoxd10|hox-4.4|hox4|hox4d|hox4e,NCBI_Gene:399032|UniprotKB:Q6P6Z2|UniprotKB:A0A974BZK2,-9.965784284662087,-9.965784284662087,-9.965784284662087,6.067919501323042,4.014559954394471,6.072219153636413
0,0,0,46.86694264247658,9.506642722377284,52.86622504865885,XB-GENE-485796,18.206635068918786,7.396434035245616,2.128969835309366,3.474184515240359,5.124085383894356e-4,0.04721611768286653,hoxd9.S,homeobox D9 S homeolog,Xhoxd9|hox-4.3|hox-5.2|hox4c,NCBI_Gene:100381176|UniprotKB:A0JMS5,-9.965784284662087,-9.965784284662087,-9.965784284662087,5.550529561250246,3.249087690792019,5.724301697876231
0,0,0,99.24764324289158,17.111956900279107,96.12040917937972,XB-GENE-486919,35.413334887091736,8.329423707552252,2.1033453817393513,3.960083674258136,7.492350646050816e-5,0.01216348177803125,hoxc10.L,homeobox C10 L homeolog,LOC108709895|MGC80182|XHoxc10,NCBI_Gene:399206|UniprotKB:Q6AZT8,-9.965784284662087,-9.965784284662087,-9.965784284662087,6.632975475227281,4.097017155521286,6.586785894012657
30.63934191177715,16.922979325341323,6.928467028953672,89.13908698667115,34.223913800558215,69.6872966550503,XB-GENE-490905,41.25684761805864,1.912889301589508,0.5378994160752673,3.55622119010042,3.762273536609964e-4,0.03822341744496219,flrt3.L,fibronectin leucine rich transmembrane protein 3 L homeolog,xflrt3,NCBI_Gene:503672|UniprotKB:Q6DDY0,4.937360491095178,4.080996923271328,2.7927443935955685,6.4780024636815225,5.096975002779192,6.122844487345367
81.70491176473908,67.6919173013653,53.88807689186189,320.7169212200849,100.7704128571992,242.7040331779338,XB-GENE-492604,144.579378868864,1.5941823496851308,0.3245568496848571,4.911873994442185,9.021002138470352e-7,2.7488597681692617e-4,adamts1.L,ADAM metallopeptidase with thrombospondin type 1 motif 1 L homeolog,xadamts1,NCBI_Gene:495679|UniprotKB:Q5U261,6.352368562060215,6.08093298764272,5.751920968775174,8.325161161368332,6.6549426185083655,7.923060216951667
108.93988235298544,170.28747946124707,227.86958228558743,246.28118878791616,217.70211834243975,513.0426839949394,XB-GENE-5728400,247.3538225375192,0.903838026634428,0.23474075570099867,3.850366860817696,1.1794102993623315e-4,0.01698625590379996,ptmap12.L,prothymosin alpha like L homeolog,LOC728026|LOC734001,NCBI_Gene:100127279|UniprotKB:A9JTJ1,6.767401647040212,7.411837025341193,7.832070876861053,7.944168485185695,7.766218262367235,9.00293786161037
10.213113970592383,4.230744831335331,12.317274718139862,31.24462842831772,22.81594253370548,88.91137849092625,XB-GENE-5750775,28.288847162169503,2.3184867563765046,0.6174546801896081,3.7549100051594766,1.7340377275019527e-4,0.02197025800744974,xmc.L,marginal coil Xmc L homeolog,NA,NCBI_Gene:398255|UniprotKB:Q90YY8,3.352492156944503,2.081252637455299,3.6227283030400956,4.965582451511327,4.5120335785830354,6.474312381707109
163.40982352947816,106.82630699121712,103.92700543430507,253.6328660651674,326.0778453775408,362.8545446521585,XB-GENE-5761308,219.45473200831117,1.349916764300506,0.26097037886065927,5.17268193499183,2.30757630164885e-7,9.745663913963644e-5,epha2.L,EPH receptor A2 L homeolog,LOC100191024|XE10,NCBI_Gene:394370|UniprotKB:Q9PWR5,7.352359733449016,6.739136662879404,6.699440658809639,7.986603581712042,8.34907703791757,8.503251505234845
2.2695808823538632,3.173058623501498,6.928467028953672,146.11458588536817,57.039856334263696,217.47242576834665,XB-GENE-5761829,72.16632908713126,5.037446048124057,0.56389672411939,8.933277730936974,4.1356974452127583e-19,2.095971465233826e-15,fbln1.L,fibulin 1 L homeolog,NA,NCBI_Gene:734480|UniprotKB:Q505M8,1.1830614291835004,1.6663287743778354,2.7927443935955685,7.190966265795893,5.8339237355037,7.764695310945196
1184.7212205887165,1239.608235581252,1252.5128729008472,1695.4805720660647,1553.385420836448,1892.3705557190383,XB-GENE-5770143,1469.679812948728,0.47972606523495304,0.12485192626474362,3.8423601428280145,1.2185685329873331e-4,0.01715473701438834,rplp1.L,"ribosomal protein, large, P1 L homeolog",LOC549958,NCBI_Gene:399029|UniprotKB:Q6P699|UniprotKB:A0A974CPY0,10.210333117661502,10.275669693390073,10.290610867527214,10.727479388675457,10.601201044251,10.885979665604491
0,0,0.7698296698837414,56.975498898697026,22.81594253370548,37.246658557009646,XB-GENE-5799188,19.63465494321598,6.720378078404254,1.3424814891743824,5.0059372383132406,5.559086954579062e-7,2.0123894775576204e-4,etv2.L,ETS variant transcription factor 2L homeolog,Etsrp|er71|ets1|ets2-like|etsrp71,NCBI_Gene:734657|UniprotKB:Q4KLQ2|UniprotKB:A0A8J0T9M6,-9.965784284662087,-9.965784284662087,-0.37551599163679217,5.83229506830988,4.5120335785830354,5.219077833365218
207.66665073537848,107.88399319905096,135.49002189953848,307.8514859848952,218.6527826146775,322.0033707509221,XB-GENE-5857382,216.5913841974105,0.9426220185495516,0.233214322758432,4.041870187904102,5.302658675498006e-5,0.00910978785336403,mex3b.S,mex-3 RNA binding family member B S homeolog,fam54b|mex-3b|rkhd3,NCBI_Gene:100036990|UniprotKB:A1L3F4|UniprotKB:C5NSX3,7.698132688776457,6.753350389697848,7.08205344659264,8.266095408493712,7.772504496402092,8.330936460778856
414.19851102958,635.6694109081335,264.0515767701233,640.5148827805133,877.4631232754232,432.5418413072088,XB-GENE-5872479,544.0732243451637,0.5986765898324307,0.15863416698688418,3.7739448014495456,1.6068632862675046e-4,0.02115216398650314,XB5872372.S,pyrimidine-specific ribonucleoside hydrolase rihA S homeolog,LOC548390,NCBI_Gene:379157|UniprotKB:Q7ZYK4,8.694182040205153,9.31213512541439,8.044681409863642,9.323090535087285,9.777196329173973,8.75669922166978
9157.758860297838,8198.125796920038,4633.60478303024,5736.146195575271,6465.46771548879,2992.949240822936,XB-GENE-5881542,6197.342098689185,-0.5489601308073538,0.11114635515374233,-4.939074520689492,7.849421343069512e-7,2.5665075720436315e-4,eppk1.L,epiplakin 1 L homeolog,LOC108695491,NA,13.160779019044615,13.001078588354355,12.17791959277074,12.485866330250335,12.658539246963596,11.547352578227558
0,0,1.5396593397674827,70.75989379354307,22.81594253370548,66.08278131082356,XB-GENE-5887902,26.8663794963066,6.466740196102538,1.1389579758599542,5.677768919630171,1.364628894892108e-8,9.124589199654762e-6,pcdh8.2.L,"protocadherin 8, gene 2 L homeolog",arcadlin|papc,NCBI_Gene:379380|UniprotKB:A0A1L8HHP1|UniprotKB:A0A974DRA8,-9.965784284662087,-9.965784284662087,0.6235478980894161,6.144880365970685,4.5120335785830354,6.0462243349482145
2393.2730404421486,2560.658309165709,2588.167350149138,1785.5386187123922,2160.8598907963565,1722.9583345403817,XB-GENE-5891896,2201.909257301021,-0.4178076162169157,0.12013013305801348,-3.4779584903576786,5.052481601159598e-4,0.04712535788496738,lgals4.2.L,"lectin, galactoside-binding, soluble, 4, gene 2, L homeolog",Xgalectin-VIa|gal4|gal6a|galectin-4|l36lbp,NCBI_Gene:398443|UniprotKB:Q7ZTB6,11.2247698859476,11.322299602543549,11.33771574667025,10.80214443039551,11.077390483829404,10.750672935993222
3252.3094044130858,2533.1584677620294,1694.3951034141146,2059.3885972900007,2148.5012552572657,1182.281032906371,XB-GENE-5952345,2145.0056435071447,-0.47185436367780786,0.1252209503008466,-3.768174275503943,1.6444588316459017e-4,0.02136953168918315,XB5952314.L,uncharacterized XB5952314 L homeolog,LOC100036663,NCBI_Gene:398825|UniprotKB:Q6PAZ4,11.667249241194511,11.30672218528448,10.726555461357336,11.008001070877226,11.06911557615456,10.207358515558333
32.908922794131016,22.21141036451049,23.864719766395982,137.84394894846054,30.421256711607302,242.7040331779338,XB-GENE-5957448,81.65904862717319,2.025041225782303,0.4619346684293953,4.383826034680533,1.166129084005496e-5,0.00256954008597384,myh10.S,"myosin, heavy chain 10, non-muscle S homeolog",LOC108701185|nmmhcb|non-muscle myosin|nonmuscle myosin,NCBI_Gene:399266|UniprotKB:A0A1L8EN71|UniprotKB:Q04834|UniprotKB:A0A974BTY8,5.040450736826532,4.473294049332104,4.576867942182625,7.1069025934266605,4.927055270496996,7.923060216951667
508.38611764726534,894.8025318274225,399.54159866966177,1098.1567932894022,1037.1747210113615,862.680672384933,XB-GENE-6029976,800.1237391383411,0.8089332861482003,0.18389547874461132,4.398875337612966,1.088133056642784e-5,0.00245095925825139,ano1.L,"anoctamin 1, calcium activated chloride channel L homeolog",dog1|oraov2|taos2|tmem16a|xTMEM16A,NCBI_Gene:100190795|UniprotKB:B5SVV6|UniprotKB:A0A8J0USE7,8.989783663190224,9.805427140561399,8.642205519243696,10.100869653431506,10.018444624671606,9.752684496117231
1668.1419485300894,1605.567663491758,1205.553263037939,1179.025243339166,1156.9584193133153,967.2116173675086,XB-GENE-6044951,1297.0763591799628,-0.4310908555790946,0.1252333327386459,-3.442301232043022,5.767875713439402e-4,0.04996853694993315,flna.L,filamin A L homeolog,LOC108699999|LOC108704467,NA,10.704027207916429,10.648868649109648,10.235480874013039,10.203380115544565,10.176122547048566,9.917689254559034
154.3315000000627,232.6909657234432,143.1883185983759,453.047112210607,295.6565886659335,276.3461763907167,XB-GENE-6053022,259.2101102648565,0.9458563449174504,0.2456726740381408,3.850067365532912,1.180853418092549e-4,0.01698625590379996,myc.S,"MYC proto-oncogene, bHLH transcription factor S homeolog",X-cmyc|Xcmyc|c-myc|cmyc|myc-a|myc-b,NCBI_Gene:379052|UniprotKB:Q2TAU1|UniprotKB:P06171,7.269898092588609,7.862277588695693,7.161780066595444,8.823520457622164,8.207783497116429,8.110338061498423
1.1347904411769316,7.403803454836829,6.158637359069931,37.67734604591255,11.40797126685274,76.89632734350378,XB-GENE-6072934,23.446479318558794,2.9494666816459243,0.8026672131348322,3.6745822345561185,2.382389050758857e-4,0.02807894816103694,pdgfra.L,platelet derived growth factor receptor alpha L homeolog,pdgfr-alpha|pdgfr2|pdgfralpha,NCBI_Gene:380245|UniprotKB:Q7ZY71|UniprotKB:A0A1L8HTV1|UniprotKB:P26619|UniprotKB:A0A974DWL5,0.18369667519142902,2.8884614426720745,2.6228454165578516,5.23566373171356,3.5120968063106384,6.26486155139333
6055.2417941201065,6315.444346975815,8830.716143236397,4591.122459643392,4924.440930191432,5728.776387091032,XB-GENE-6078820,6074.290343543029,-0.46105851773101186,0.10736151117241814,-4.29444884573738,1.7512785358646088e-5,0.00348058024304385,tcaf1.L,TRPM8 channel associated factor 1 L homeolog,fam115|fam115a|fam139a,NCBI_Gene:494989|UniprotKB:Q5XHI4|UniprotKB:A0A974DE77,12.563969092781605,12.624668756951927,13.108314888671602,12.164631512665409,12.265744522903274,12.484011562250716
3378.2711433837253,2953.059892272061,2657.452020438675,2107.1744995921335,2176.07051915216,1685.711675983372,XB-GENE-6078832,2492.956625137021,-0.5925520108508245,0.11504660513961054,-5.1505388632003095,2.597391015743251e-7,1.02543397043392e-4,efhd1.L,EF-hand domain family member D1 L homeolog,NA,NCBI_Gene:444200|UniprotKB:Q6GP23,11.722069836630737,11.527995389888847,11.375828472080089,11.041094761060867,11.087510257900414,10.719142939412572
0,1.0576862078338327,0,18.37919319312807,1.9013285444754568,36.0451534422674,XB-GENE-6251441,9.56389356461746,5.21216668319282,1.4556137392906852,3.580734739239744,3.426293652559467e-4,0.0365792713606665,tbx6r.L,T-box 6 related L homeolog,xtbx6r,NA,-9.965784284662087,0.08227504118488388,-9.965784284662087,4.2000800256766055,0.92776643050582,5.171773409669711
